zona_climatica;periodo;Superficie Utile Riscaldata;Volume Lordo Riscaldato;EPgl_nren;EPgl_ren;CO2
B;kE10E11;100-200;200-500;123.95;13.52;25.54
B;kE10E11;100-200;500-1000;130.63;15.59;26.51
B;kE10E11;100-200;1000-5000;199.91;24.16;41.52
B;kE10E11;100-200;5000-10000;0.0;0.0;0.0
B;kE10E11;100-200;>10000;0.0;0.0;0.0
B;kE10E11;200-500;<50;0.0;0.0;0.0
B;kE10E11;200-500;50-100;0.0;0.0;0.0
B;kE10E11;200-500;100-200;82.26;9.83;18.3
B;kE10E11;200-500;200-500;110.1;5.19;22.47
B;kE10E11;200-500;500-1000;115.44;14.82;23.73
B;kE10E11;200-500;1000-5000;122.42;19.13;24.35
B;kE10E11;200-500;5000-10000;0.0;0.0;0.0
B;kE10E11;200-500;>10000;0.0;0.0;0.0
B;kE10E11;500-1000;<50;0.0;0.0;0.0
B;kE10E11;500-1000;50-100;0.0;0.0;0.0
B;kE10E11;500-1000;100-200;0.0;0.0;0.0
B;kE10E11;500-1000;200-500;25.23;9.61;5.57
B;kE10E11;500-1000;500-1000;0.0;0.0;0.0
B;kE10E11;500-1000;1000-5000;85.59;12.67;18.23
B;kE10E11;500-1000;5000-10000;0.0;0.0;0.0
B;kE10E11;500-1000;>10000;0.0;0.0;0.0
B;kE10E11;1000-5000;<50;0.0;0.0;0.0
B;kE10E11;1000-5000;50-100;0.0;0.0;0.0
B;kE10E11;1000-5000;100-200;0.0;0.0;0.0
B;kE10E11;1000-5000;200-500;0.0;0.0;0.0
B;kE10E11;1000-5000;500-1000;0.0;0.0;0.0
B;kE10E11;1000-5000;1000-5000;0.0;0.0;0.0
B;kE10E11;1000-5000;5000-10000;0.0;0.0;0.0
B;kE10E11;1000-5000;>10000;0.0;0.0;0.0
B;kE10E11;>5000;<50;0.0;0.0;0.0
B;kE10E11;>5000;50-100;0.0;0.0;0.0
B;kE10E11;>5000;100-200;0.0;0.0;0.0
B;kE10E11;>5000;200-500;0.0;0.0;0.0
B;kE10E11;>5000;500-1000;0.0;0.0;0.0
B;kE10E11;>5000;1000-5000;0.0;0.0;0.0
B;kE10E11;>5000;5000-10000;0.0;0.0;0.0
B;kE10E11;>5000;>10000;0.0;0.0;0.0
B;kE12E13;<50;<50;0.0;0.0;0.0
B;kE12E13;<50;50-100;203.23;22.16;42.26
B;kE12E13;<50;100-200;174.52;19.3;36.15
B;kE12E13;<50;200-500;205.43;25.35;42.21
B;kE12E13;<50;500-1000;376.68;13.5;77.73
B;kE12E13;<50;1000-5000;403.05;97.15;95.04
B;kE12E13;<50;5000-10000;0.0;0.0;0.0
B;kE12E13;<50;>10000;0.0;0.0;0.0
B;kE12E13;50-100;<50;0.0;0.0;0.0
B;kE12E13;50-100;50-100;142.46;15.99;29.64
B;kE12E13;50-100;100-200;147.23;16.63;30.92
B;kE12E13;50-100;200-500;146.53;17.51;30.04
B;kE12E13;50-100;500-1000;209.24;24.05;43.41
B;kE12E13;50-100;1000-5000;356.59;16.89;73.64
B;kE12E13;50-100;5000-10000;0.0;0.0;0.0
B;kE12E13;50-100;>10000;0.0;0.0;0.0
B;kE12E13;100-200;<50;0.0;0.0;0.0
B;kE12E13;100-200;50-100;143.09;15.2;30.39
B;kE12E13;100-200;100-200;113.22;12.61;23.62
B;kE12E13;100-200;200-500;122.58;14.08;25.17
B;kE12E13;100-200;500-1000;130.52;17.77;26.53
B;kE12E13;100-200;1000-5000;203.35;19.49;42.23
B;kE12E13;100-200;5000-10000;0.0;0.0;0.0
B;kE12E13;100-200;>10000;0.0;0.0;0.0
B;kE12E13;200-500;<50;0.0;0.0;0.0
B;kE12E13;200-500;50-100;0.0;0.0;0.0
B;kE12E13;200-500;100-200;83.92;7.98;17.97
B;kE12E13;200-500;200-500;115.72;8.54;23.02
B;kE12E13;200-500;500-1000;112.61;18.96;22.77
B;kE12E13;200-500;1000-5000;115.48;19.53;23.33
B;kE12E13;200-500;5000-10000;0.0;0.0;0.0
B;kE12E13;200-500;>10000;0.0;0.0;0.0
B;kE12E13;500-1000;<50;0.0;0.0;0.0
B;kE12E13;500-1000;50-100;0.0;0.0;0.0
B;kE12E13;500-1000;100-200;0.0;0.0;0.0
B;kE12E13;500-1000;200-500;43.57;2.92;8.94
B;kE12E13;500-1000;500-1000;33.08;0.0;6.61
B;kE12E13;500-1000;1000-5000;86.63;15.11;17.02
B;kE12E13;500-1000;5000-10000;0.0;0.0;0.0
B;kE12E13;500-1000;>10000;0.0;0.0;0.0
B;kE12E13;1000-5000;<50;0.0;0.0;0.0
B;kE12E13;1000-5000;50-100;0.0;0.0;0.0
B;kE12E13;1000-5000;100-200;0.0;0.0;0.0
B;kE12E13;1000-5000;200-500;0.0;0.0;0.0
B;kE12E13;1000-5000;500-1000;0.0;0.0;0.0
B;kE12E13;1000-5000;1000-5000;0.0;0.0;0.0
B;kE12E13;1000-5000;5000-10000;0.0;0.0;0.0
B;kE12E13;1000-5000;>10000;0.0;0.0;0.0
B;kE12E13;>5000;<50;0.0;0.0;0.0
B;kE12E13;>5000;50-100;0.0;0.0;0.0
B;kE12E13;>5000;100-200;0.0;0.0;0.0
B;kE12E13;>5000;200-500;0.0;0.0;0.0
B;kE12E13;>5000;500-1000;0.0;0.0;0.0
B;kE12E13;>5000;1000-5000;0.0;0.0;0.0
B;kE12E13;>5000;5000-10000;0.0;0.0;0.0
B;kE12E13;>5000;>10000;0.0;0.0;0.0
B;kE14E15;<50;<50;0.0;0.0;0.0
B;kE14E15;<50;50-100;196.11;21.37;40.45
B;kE14E15;<50;100-200;159.6;22.22;33.1
B;kE14E15;<50;200-500;203.13;31.45;41.4
B;kE14E15;<50;500-1000;349.94;2.91;70.42
B;kE14E15;<50;1000-5000;297.25;28.41;61.4
B;kE14E15;<50;5000-10000;0.0;0.0;0.0
B;kE14E15;<50;>10000;0.0;0.0;0.0
B;kE14E15;50-100;<50;0.0;0.0;0.0
B;kE14E15;50-100;50-100;126.28;26.73;22.96
B;kE14E15;50-100;100-200;136.91;19.31;28.9
B;kE14E15;50-100;200-500;138.36;17.55;28.31
B;kE14E15;50-100;500-1000;197.28;24.82;41.0
B;kE14E15;50-100;1000-5000;269.93;10.2;55.0
B;kE14E15;50-100;5000-10000;0.0;0.0;0.0
B;kE14E15;50-100;>10000;0.0;0.0;0.0
B;kE14E15;100-200;<50;0.0;0.0;0.0
B;kE14E15;100-200;50-100;103.98;0.0;20.36
B;kE14E15;100-200;100-200;116.71;9.16;25.31
B;kE14E15;100-200;200-500;112.87;14.67;23.19
B;kE14E15;100-200;500-1000;121.16;21.83;24.75
B;kE14E15;100-200;1000-5000;157.83;12.61;32.66
B;kE14E15;100-200;5000-10000;0.0;0.0;0.0
B;kE14E15;100-200;>10000;0.0;0.0;0.0
B;kE14E15;200-500;<50;0.0;0.0;0.0
B;kE14E15;200-500;50-100;0.0;0.0;0.0
B;kE14E15;200-500;100-200;98.41;9.3;21.07
B;kE14E15;200-500;200-500;78.18;11.49;17.41
B;kE14E15;200-500;500-1000;102.27;19.84;20.86
B;kE14E15;200-500;1000-5000;97.89;22.09;19.88
B;kE14E15;200-500;5000-10000;0.0;0.0;0.0
B;kE14E15;200-500;>10000;0.0;0.0;0.0
B;kE14E15;500-1000;<50;0.0;0.0;0.0
B;kE14E15;500-1000;50-100;0.0;0.0;0.0
B;kE14E15;500-1000;100-200;0.0;0.0;0.0
B;kE14E15;500-1000;200-500;0.0;0.0;0.0
B;kE14E15;500-1000;500-1000;0.0;0.0;0.0
B;kE14E15;500-1000;1000-5000;81.2;14.63;15.17
B;kE14E15;500-1000;5000-10000;0.0;0.0;0.0
B;kE14E15;500-1000;>10000;0.0;0.0;0.0
B;kE14E15;1000-5000;<50;0.0;0.0;0.0
B;kE14E15;1000-5000;50-100;0.0;0.0;0.0
B;kE14E15;1000-5000;100-200;0.0;0.0;0.0
B;kE14E15;1000-5000;200-500;0.0;0.0;0.0
B;kE14E15;1000-5000;500-1000;0.0;0.0;0.0
B;kE14E15;1000-5000;1000-5000;0.0;0.0;0.0
B;kE14E15;1000-5000;5000-10000;0.0;0.0;0.0
B;kE14E15;1000-5000;>10000;0.0;0.0;0.0
B;kE14E15;>5000;<50;0.0;0.0;0.0
B;kE14E15;>5000;50-100;0.0;0.0;0.0
B;kE14E15;>5000;100-200;0.0;0.0;0.0
B;kE14E15;>5000;200-500;0.0;0.0;0.0
B;kE14E15;>5000;500-1000;0.0;0.0;0.0
B;kE14E15;>5000;1000-5000;0.0;0.0;0.0
B;kE14E15;>5000;5000-10000;0.0;0.0;0.0
B;kE14E15;>5000;>10000;0.0;0.0;0.0
B;kE16;<50;<50;0.0;0.0;0.0
B;kE16;<50;50-100;165.88;19.81;35.35
B;kE16;<50;100-200;146.21;25.5;30.76
B;kE16;<50;200-500;167.23;24.43;34.38
B;kE16;<50;500-1000;155.15;87.3;33.54
B;kE16;<50;1000-5000;0.0;0.0;0.0
B;kE16;<50;5000-10000;0.0;0.0;0.0
B;kE16;<50;>10000;0.0;0.0;0.0
B;kE16;50-100;<50;0.0;0.0;0.0
B;kE16;50-100;50-100;160.03;0.35;34.2
B;kE16;50-100;100-200;137.28;18.56;27.78
B;kE16;50-100;200-500;121.2;18.07;25.02
B;kE16;50-100;500-1000;167.74;27.85;35.77
B;kE16;50-100;1000-5000;218.51;21.03;46.83
B;kE16;50-100;5000-10000;0.0;0.0;0.0
B;kE16;50-100;>10000;0.0;0.0;0.0
B;kE16;100-200;<50;0.0;0.0;0.0
B;kE16;100-200;50-100;93.27;4.81;18.18
B;kE16;100-200;100-200;91.58;10.24;21.13
B;kE16;100-200;200-500;102.91;16.09;21.32
B;kE16;100-200;500-1000;105.28;20.19;21.69
B;kE16;100-200;1000-5000;158.44;19.04;32.92
B;kE16;100-200;5000-10000;0.0;0.0;0.0
B;kE16;100-200;>10000;0.0;0.0;0.0
B;kE16;200-500;<50;0.0;0.0;0.0
B;kE16;200-500;50-100;0.0;0.0;0.0
B;kE16;200-500;100-200;101.72;0.43;25.07
B;kE16;200-500;200-500;57.43;7.81;11.52
B;kE16;200-500;500-1000;93.1;24.96;18.93
B;kE16;200-500;1000-5000;87.59;15.53;17.68
B;kE16;200-500;5000-10000;0.0;0.0;0.0
B;kE16;200-500;>10000;0.0;0.0;0.0
B;kE16;500-1000;<50;0.0;0.0;0.0
B;kE16;500-1000;50-100;0.0;0.0;0.0
B;kE16;500-1000;100-200;0.0;0.0;0.0
B;kE16;500-1000;200-500;41.19;1.38;8.44
B;kE16;500-1000;500-1000;132.68;1.03;26.69
B;kE16;500-1000;1000-5000;83.91;19.65;14.39
B;kE16;500-1000;5000-10000;0.0;0.0;0.0
B;kE16;500-1000;>10000;0.0;0.0;0.0
B;kE16;1000-5000;<50;0.0;0.0;0.0
B;kE16;1000-5000;50-100;0.0;0.0;0.0
B;kE16;1000-5000;100-200;0.0;0.0;0.0
B;kE16;1000-5000;200-500;0.0;0.0;0.0
B;kE16;1000-5000;500-1000;0.0;0.0;0.0
B;kE16;1000-5000;1000-5000;0.0;0.0;0.0
B;kE16;1000-5000;5000-10000;0.0;0.0;0.0
B;kE16;1000-5000;>10000;0.0;0.0;0.0
B;kE16;>5000;<50;0.0;0.0;0.0
B;kE16;>5000;50-100;0.0;0.0;0.0
B;kE16;>5000;100-200;0.0;0.0;0.0
B;kE16;>5000;200-500;0.0;0.0;0.0
B;kE16;>5000;500-1000;0.0;0.0;0.0
B;kE16;>5000;1000-5000;0.0;0.0;0.0
B;kE16;>5000;5000-10000;0.0;0.0;0.0
B;kE16;>5000;>10000;0.0;0.0;0.0
B;k2015;<50;<50;0.0;0.0;0.0
B;k2015;<50;50-100;118.21;40.71;25.27
B;k2015;<50;100-200;95.23;35.91;20.14
B;k2015;<50;200-500;71.4;39.78;14.5
B;k2015;<50;500-1000;47.93;0.0;9.59
B;k2015;<50;1000-5000;0.0;0.0;0.0
B;k2015;<50;5000-10000;0.0;0.0;0.0
B;k2015;<50;>10000;0.0;0.0;0.0
B;k2015;50-100;<50;0.0;0.0;0.0
B;k2015;50-100;50-100;135.58;17.62;29.41
B;k2015;50-100;100-200;92.08;36.38;20.16
B;k2015;50-100;200-500;83.82;24.66;17.37
B;k2015;50-100;500-1000;108.81;40.44;22.84
B;k2015;50-100;1000-5000;154.98;11.78;32.01
B;k2015;50-100;5000-10000;0.0;0.0;0.0
B;k2015;50-100;>10000;0.0;0.0;0.0
B;k2015;100-200;<50;0.0;0.0;0.0
B;k2015;100-200;50-100;0.0;0.0;0.0
B;k2015;100-200;100-200;79.3;2.97;16.02
B;k2015;100-200;200-500;74.99;21.26;15.54
B;k2015;100-200;500-1000;71.07;30.18;14.8
B;k2015;100-200;1000-5000;77.58;47.43;16.71
B;k2015;100-200;5000-10000;0.0;0.0;0.0
B;k2015;100-200;>10000;0.0;0.0;0.0
B;k2015;200-500;<50;0.0;0.0;0.0
B;k2015;200-500;50-100;0.0;0.0;0.0
B;k2015;200-500;100-200;58.24;4.14;11.95
B;k2015;200-500;200-500;54.14;15.51;17.84
B;k2015;200-500;500-1000;67.66;30.24;14.25
B;k2015;200-500;1000-5000;61.55;24.19;12.72
B;k2015;200-500;5000-10000;0.0;0.0;0.0
B;k2015;200-500;>10000;0.0;0.0;0.0
B;k2015;500-1000;<50;0.0;0.0;0.0
B;k2015;500-1000;50-100;0.0;0.0;0.0
B;k2015;500-1000;100-200;0.0;0.0;0.0
B;k2015;500-1000;200-500;0.0;0.0;0.0
B;k2015;500-1000;500-1000;0.0;0.0;0.0
B;k2015;500-1000;1000-5000;48.66;8.86;10.17
B;k2015;500-1000;5000-10000;0.0;0.0;0.0
B;k2015;500-1000;>10000;0.0;0.0;0.0
B;k2015;1000-5000;<50;0.0;0.0;0.0
B;k2015;1000-5000;50-100;0.0;0.0;0.0
B;k2015;1000-5000;100-200;0.0;0.0;0.0
B;k2015;1000-5000;200-500;0.0;0.0;0.0
B;k2015;1000-5000;500-1000;0.0;0.0;0.0
B;k2015;1000-5000;1000-5000;0.0;0.0;0.0
B;k2015;1000-5000;5000-10000;0.0;0.0;0.0
B;k2015;1000-5000;>10000;0.0;0.0;0.0
B;k2015;>5000;<50;0.0;0.0;0.0
B;k2015;>5000;50-100;0.0;0.0;0.0
B;k2015;>5000;100-200;0.0;0.0;0.0
B;k2015;>5000;200-500;0.0;0.0;0.0
B;k2015;>5000;500-1000;0.0;0.0;0.0
B;k2015;>5000;1000-5000;0.0;0.0;0.0
B;k2015;>5000;5000-10000;0.0;0.0;0.0
B;k2015;>5000;>10000;0.0;0.0;0.0
C;kE8E9;<50;<50;0.0;0.0;0.0
C;kE8E9;<50;50-100;246.08;16.19;49.02
C;kE8E9;<50;100-200;216.67;19.75;43.49
C;kE8E9;<50;200-500;230.23;18.4;45.98
C;kE8E9;<50;500-1000;345.13;18.21;69.68
C;kE8E9;<50;1000-5000;300.45;5.81;60.66
C;kE8E9;<50;5000-10000;0.0;0.0;0.0
C;kE8E9;<50;>10000;0.0;0.0;0.0
C;kE8E9;50-100;<50;0.0;0.0;0.0
C;kE8E9;50-100;50-100;193.23;13.23;40.53
C;kE8E9;50-100;100-200;181.52;17.19;36.59
C;kE8E9;50-100;200-500;198.06;16.81;39.71
C;kE8E9;50-100;500-1000;228.62;16.94;45.75
C;kE8E9;50-100;1000-5000;334.94;20.69;68.19
C;kE8E9;50-100;5000-10000;0.0;0.0;0.0
C;kE8E9;50-100;>10000;0.0;0.0;0.0
C;kE8E9;100-200;<50;0.0;0.0;0.0
C;kE8E9;100-200;50-100;150.78;2.22;29.06
C;kE8E9;100-200;100-200;157.61;12.84;32.26
C;kE8E9;100-200;200-500;163.45;14.62;32.84
C;kE8E9;100-200;500-1000;183.08;17.96;36.7
C;kE8E9;100-200;1000-5000;201.4;25.67;41.09
C;kE8E9;100-200;5000-10000;0.0;0.0;0.0
C;kE8E9;100-200;>10000;0.0;0.0;0.0
C;kE8E9;200-500;<50;0.0;0.0;0.0
C;kE8E9;200-500;50-100;414.12;93.93;89.58
C;kE8E9;200-500;100-200;148.9;0.81;30.01
C;kE8E9;200-500;200-500;101.97;13.71;20.64
C;kE8E9;200-500;500-1000;151.74;15.64;30.69
C;kE8E9;200-500;1000-5000;164.84;19.87;33.14
C;kE8E9;200-500;5000-10000;0.0;0.0;0.0
C;kE8E9;200-500;>10000;0.0;0.0;0.0
C;kE8E9;500-1000;<50;0.0;0.0;0.0
C;kE8E9;500-1000;50-100;0.0;0.0;0.0
C;kE8E9;500-1000;100-200;0.0;0.0;0.0
C;kE8E9;500-1000;200-500;34.07;3.35;7.31
C;kE8E9;500-1000;500-1000;39.55;35.28;9.33
C;kE8E9;500-1000;1000-5000;124.01;5.74;24.59
C;kE8E9;500-1000;5000-10000;0.0;0.0;0.0
C;kE8E9;500-1000;>10000;0.0;0.0;0.0
C;kE8E9;1000-5000;<50;0.0;0.0;0.0
C;kE8E9;1000-5000;50-100;0.0;0.0;0.0
C;kE8E9;1000-5000;100-200;0.0;0.0;0.0
C;kE8E9;1000-5000;200-500;0.0;0.0;0.0
C;kE8E9;1000-5000;500-1000;0.0;0.0;0.0
C;kE8E9;1000-5000;1000-5000;0.0;0.0;0.0
C;kE8E9;1000-5000;5000-10000;0.0;0.0;0.0
C;kE8E9;1000-5000;>10000;0.0;0.0;0.0
C;kE8E9;>5000;<50;0.0;0.0;0.0
C;kE8E9;>5000;50-100;0.0;0.0;0.0
C;kE8E9;>5000;100-200;0.0;0.0;0.0
C;kE8E9;>5000;200-500;0.0;0.0;0.0
C;kE8E9;>5000;500-1000;0.0;0.0;0.0
C;kE8E9;>5000;1000-5000;0.0;0.0;0.0
C;kE8E9;>5000;5000-10000;0.0;0.0;0.0
C;kE8E9;>5000;>10000;0.0;0.0;0.0
C;kE10E11;<50;<50;0.0;0.0;0.0
C;kE10E11;<50;50-100;227.78;19.28;45.62
C;kE10E11;<50;100-200;189.11;18.32;38.25
C;kE10E11;<50;200-500;229.78;19.59;45.96
C;kE10E11;<50;500-1000;356.78;12.28;73.02
C;kE10E11;<50;1000-5000;163.05;52.33;36.33
C;kE10E11;<50;5000-10000;0.0;0.0;0.0
C;kE10E11;<50;>10000;0.0;0.0;0.0
C;kE10E11;50-100;<50;0.0;0.0;0.0
C;kE10E11;50-100;50-100;176.51;10.07;35.38
C;kE10E11;50-100;100-200;162.39;14.4;32.94
C;kE10E11;50-100;200-500;173.04;13.18;34.69
C;kE10E11;50-100;500-1000;248.49;18.13;50.13
C;kE10E11;50-100;1000-5000;317.22;14.32;64.4
C;kE10E11;50-100;5000-10000;0.0;0.0;0.0
C;kE10E11;50-100;>10000;0.0;0.0;0.0
C;kE10E11;100-200;<50;0.0;0.0;0.0
C;kE10E11;100-200;50-100;180.29;10.99;35.26
C;kE10E11;100-200;100-200;159.52;8.26;32.37
C;kE10E11;100-200;200-500;147.78;10.76;29.63
C;kE10E11;100-200;500-1000;167.74;15.19;33.57
C;kE10E11;100-200;1000-5000;226.16;26.8;46.54
C;kE10E11;100-200;5000-10000;0.0;0.0;0.0
C;kE10E11;100-200;>10000;0.0;0.0;0.0
C;kE10E11;200-500;<50;0.0;0.0;0.0
C;kE10E11;200-500;50-100;167.08;1.29;34.59
C;kE10E11;200-500;100-200;158.81;21.55;32.17
C;kE10E11;200-500;200-500;117.21;8.41;23.62
C;kE10E11;200-500;500-1000;143.1;16.32;29.05
C;kE10E11;200-500;1000-5000;143.59;19.9;28.77
C;kE10E11;200-500;5000-10000;0.0;0.0;0.0
C;kE10E11;200-500;>10000;0.0;0.0;0.0
C;kE10E11;500-1000;<50;0.0;0.0;0.0
C;kE10E11;500-1000;50-100;0.0;0.0;0.0
C;kE10E11;500-1000;100-200;0.0;0.0;0.0
C;kE10E11;500-1000;200-500;57.49;4.72;11.95
C;kE10E11;500-1000;500-1000;45.64;0.0;9.13
C;kE10E11;500-1000;1000-5000;89.02;18.06;18.26
C;kE10E11;500-1000;5000-10000;0.0;0.0;0.0
C;kE10E11;500-1000;>10000;0.0;0.0;0.0
C;kE10E11;1000-5000;<50;0.0;0.0;0.0
C;kE10E11;1000-5000;50-100;0.0;0.0;0.0
C;kE10E11;1000-5000;100-200;0.0;0.0;0.0
C;kE10E11;1000-5000;200-500;0.0;0.0;0.0
C;kE10E11;1000-5000;500-1000;0.0;0.0;0.0
C;kE10E11;1000-5000;1000-5000;0.0;0.0;0.0
C;kE10E11;1000-5000;5000-10000;0.0;0.0;0.0
C;kE10E11;1000-5000;>10000;0.0;0.0;0.0
C;kE10E11;>5000;<50;0.0;0.0;0.0
C;kE10E11;>5000;50-100;0.0;0.0;0.0
C;kE10E11;>5000;100-200;0.0;0.0;0.0
C;kE10E11;>5000;200-500;0.0;0.0;0.0
C;kE10E11;>5000;500-1000;0.0;0.0;0.0
C;kE10E11;>5000;1000-5000;0.0;0.0;0.0
C;kE10E11;>5000;5000-10000;0.0;0.0;0.0
C;kE10E11;>5000;>10000;0.0;0.0;0.0
C;kE12E13;<50;<50;0.0;0.0;0.0
C;kE12E13;<50;50-100;213.06;20.44;43.19
C;kE12E13;<50;100-200;188.09;17.32;38.13
C;kE12E13;<50;200-500;238.17;19.55;47.7
C;kE12E13;<50;500-1000;327.56;6.23;66.21
C;kE12E13;<50;1000-5000;273.49;25.03;58.42
C;kE12E13;<50;5000-10000;0.0;0.0;0.0
C;kE12E13;<50;>10000;0.0;0.0;0.0
C;kE12E13;50-100;<50;0.0;0.0;0.0
C;kE12E13;50-100;50-100;171.35;18.05;35.68
C;kE12E13;50-100;100-200;166.71;13.97;33.76
C;kE12E13;50-100;200-500;168.04;14.19;33.81
C;kE12E13;50-100;500-1000;256.89;17.11;51.93
C;kE12E13;50-100;1000-5000;318.4;15.18;64.97
C;kE12E13;50-100;5000-10000;0.0;0.0;0.0
C;kE12E13;50-100;>10000;0.0;0.0;0.0
C;kE12E13;100-200;<50;0.0;0.0;0.0
C;kE12E13;100-200;50-100;138.48;21.19;28.13
C;kE12E13;100-200;100-200;152.34;10.71;30.95
C;kE12E13;100-200;200-500;145.32;12.51;29.26
C;kE12E13;100-200;500-1000;156.78;18.23;31.61
C;kE12E13;100-200;1000-5000;232.83;21.97;47.82
C;kE12E13;100-200;5000-10000;0.0;0.0;0.0
C;kE12E13;100-200;>10000;0.0;0.0;0.0
C;kE12E13;200-500;<50;0.0;0.0;0.0
C;kE12E13;200-500;50-100;0.0;0.0;0.0
